BN,School_Year,Start_Date,Overall_Rating,Indicator_1.1,Indicator_1.2,Indicator_1.3,Indicator_1.4,Indicator_1.5,Indicator_1.6,Indicator_1.7,IndicatorOverall_1,Indicator_2.1,Indicator_2.2,Indicator_2.3,Indicator_2.4,Indicator_2.5,Indicator_2.6,Indicator_2.7,IndicatorOverall_2,Indicator_3.1,Indicator_3.2,Indicator_3.3,Indicator_3.4,Indicator_3.5,Indicator_3.6,Indicator_3.7,Indicator_3.8,IndicatorOverall_3,Indicator_4.1,Indicator_4.2,Indicator_4.3,Indicator_4.4,Indicator_4.5,Indicator_4.6,Indicator_4.7,IndicatorOverall_4,Indicator_5.1,Indicator_5.2,Indicator_5.3,Indicator_5.4,Indicator_5.5,Indicator_5.6,Indicator_5.7,IndicatorOverall_5
Q877,2005-06,2006-06-01T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
R721,2005-06,2006-06-01T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,P,P,P,P,P,P,P,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K483,2005-06,2006-06-02T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
K052,2006-07,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,P,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,P,No Data,No Data,No Data,P
K061,2006-07,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K161,2006-07,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,No Data,No Data,No Data,P
K189,2006-07,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K198,2006-07,2006-09-25T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,WD,WD,WD,P,WD,WD,WD,P,WD,WD,P,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
K208,2006-07,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,P,No Data,No Data,WD,WD,WD,P,P,P,P,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,P,WD,P,P,No Data,No Data,No Data,P
K251,2006-07,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,P,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,No Data,No Data,No Data,WD
K312,2006-07,2006-09-25T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K539,2006-07,2006-09-25T00:00:00.000,P,P,U,P,P,No Data,No Data,No Data,P,P,P,P,P,WD,No Data,No Data,P,P,P,P,P,WD,WD,WD,WD,P,P,P,WD,WD,WD,WD,WD,WD,P,U,P,P,No Data,No Data,No Data,P
K587,2006-07,2006-09-25T00:00:00.000,U,P,P,U,U,No Data,No Data,No Data,U,U,U,P,P,U,No Data,No Data,U,U,U,P,P,P,P,P,P,P,P,U,P,U,WD,P,P,U,U,U,U,U,No Data,No Data,No Data,U
K625,2006-07,2006-09-25T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,WD,P,P,WD,No Data,No Data,P,P,P,WD,WD,P,P,WD,P,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
K246,2006-07,2006-09-26T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,P,U,U,No Data,No Data,P,P,U,P,P,P,P,P,U,P,P,P,P,P,P,P,P,P,P,U,P,U,No Data,No Data,No Data,U
K415,2006-07,2006-09-26T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,U,P,U,U,No Data,No Data,U,P,U,P,P,P,P,WD,P,P,U,P,U,U,WD,P,P,P,U,U,U,U,No Data,No Data,No Data,U
K600,2006-07,2006-09-26T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,WD,U,P,P,WD,P,P,U,P,P,P,WD,P,P,P,P,P,P,P,U,P,No Data,No Data,No Data,P
K236,2006-07,2006-09-27T00:00:00.000,WD,WD,P,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,P,WD,P,WD,WD,P,No Data,No Data,No Data,WD
K244,2006-07,2006-09-27T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,P,WD,P,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,No Data,No Data,No Data,WD
K254,2006-07,2006-09-27T00:00:00.000,WD,WD,P,P,P,No Data,No Data,No Data,P,WD,P,WD,WD,P,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,No Data,No Data,No Data,WD
K278,2006-07,2006-09-27T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,P,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
K469,2006-07,2006-09-27T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,U,P,P,U,No Data,No Data,P,P,U,P,P,U,P,P,WD,P,P,U,P,P,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
K479,2006-07,2006-09-27T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,WD,WD,P,WD,No Data,No Data,WD,P,P,P,P,WD,P,WD,P,P,P,WD,WD,WD,WD,P,P,WD,P,P,P,P,No Data,No Data,No Data,P
K555,2006-07,2006-09-27T00:00:00.000,WD,P,WD,P,WD,No Data,No Data,No Data,P,P,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,P,P,WD,WD,No Data,No Data,No Data,WD
K195,2006-07,2006-09-28T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,No Data,No Data,No Data,WD
K397,2006-07,2006-09-28T00:00:00.000,P,P,U,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,U,P,P,P,P,P,P,P,P,P,P,P,P,P,U,P,No Data,No Data,No Data,P
K092,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,P,P,No Data,No Data,No Data,P
K109,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,No Data,No Data,No Data,WD
K119,2006-07,2006-10-03T00:00:00.000,P,P,WD,P,P,No Data,No Data,No Data,P,WD,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,P,WD,WD,WD,WD,P,P,P,P,WD,WD,WD,P,P,WD,P,WD,No Data,No Data,No Data,P
K134,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K167,2006-07,2006-10-03T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,U,U,P,U,No Data,No Data,U,P,U,P,P,P,U,P,P,P,P,P,P,U,WD,P,WD,P,P,P,U,P,No Data,No Data,No Data,P
K194,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K203,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,P,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,No Data,No Data,No Data,P
K207,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,P,WD,P,P,No Data,No Data,P,P,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
K217,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
K221,2006-07,2006-10-03T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,P,P,P,P,No Data,No Data,P,WD,U,P,P,P,P,WD,P,P,P,WD,WD,P,WD,P,WD,WD,P,P,P,P,No Data,No Data,No Data,P
K222,2006-07,2006-10-03T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K249,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K269,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,P,No Data,No Data,WD,WD,P,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
K316,2006-07,2006-10-03T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,U,P,P,U,No Data,No Data,U,P,P,P,P,P,WD,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
K326,2006-07,2006-10-03T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K361,2006-07,2006-10-03T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,P,P,WD,P,No Data,No Data,No Data,P
K390,2006-07,2006-10-03T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,WD,P,P,P,WD,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
K068,2006-07,2006-10-05T00:00:00.000,P,P,U,U,U,No Data,No Data,No Data,U,P,P,P,P,WD,No Data,No Data,P,P,U,P,P,P,P,WD,P,P,P,WD,WD,WD,WD,P,WD,WD,WD,U,P,P,No Data,No Data,No Data,P
K191,2006-07,2006-10-05T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K219,2006-07,2006-10-05T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K276,2006-07,2006-10-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,WD,P,WD,WD,P,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
K285,2006-07,2006-10-05T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,WD,WD,P,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,No Data,No Data,No Data,P
K353,2006-07,2006-10-05T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,U,P,P,P,No Data,No Data,P,P,U,P,P,P,P,WD,WD,P,P,P,WD,P,WD,WD,P,P,U,U,P,U,No Data,No Data,No Data,U
K354,2006-07,2006-10-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,WD,P,P,P,No Data,No Data,P,WD,U,P,P,P,P,WD,P,P,P,P,P,WD,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
K091,2006-07,2006-10-06T00:00:00.000,P,WD,WD,P,WD,No Data,No Data,No Data,WD,P,WD,WD,P,P,No Data,No Data,P,P,P,P,P,P,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
K114,2006-07,2006-10-06T00:00:00.000,P,P,U,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,WD,P,P,WD,P,P,P,WD,WD,WD,WD,P,P,WD,P,P,P,P,No Data,No Data,No Data,P
K135,2006-07,2006-10-06T00:00:00.000,P,WD,WD,P,WD,No Data,No Data,No Data,WD,P,P,WD,WD,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,WD,WD,P,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
K232,2006-07,2006-10-06T00:00:00.000,P,P,U,U,U,No Data,No Data,No Data,U,P,U,P,P,P,No Data,No Data,P,P,U,WD,WD,P,P,P,WD,P,P,U,WD,P,WD,WD,P,P,U,U,P,U,No Data,No Data,No Data,U
K233,2006-07,2006-10-06T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,P,P,P,P,No Data,No Data,P,P,P,P,P,WD,P,WD,P,P,P,P,WD,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
K252,2006-07,2006-10-06T00:00:00.000,U,U,U,U,P,No Data,No Data,No Data,U,P,U,P,U,U,No Data,No Data,U,P,U,U,U,P,U,P,U,U,P,P,U,P,P,U,P,P,P,P,P,U,No Data,No Data,No Data,P
K268,2006-07,2006-10-06T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,U,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,WD,P,P,WD,P,P,P,P,U,P,P,No Data,No Data,No Data,P
K197,2006-07,2006-10-10T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K352,2006-07,2006-10-10T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,U,WD,P,P,No Data,No Data,P,P,U,P,P,P,P,WD,WD,P,P,P,WD,P,WD,WD,P,P,U,P,P,P,No Data,No Data,No Data,P
K495,2006-07,2006-10-10T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,WD,No Data,No Data,P,WD,P,P,WD,WD,P,WD,P,WD,P,WD,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
K002,2006-07,2006-10-11T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K022,2006-07,2006-10-11T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,WD,P,WD,WD,P,WD,WD,P,WD,WD,WD,WD,P,WD,P,WD,WD,P,P,P,P,No Data,No Data,No Data,P
K206,2006-07,2006-10-11T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K289,2006-07,2006-10-11T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,U,P,WD,U,P,No Data,No Data,P,WD,WD,P,P,P,P,WD,P,P,P,WD,WD,WD,WD,P,P,WD,P,WD,WD,P,No Data,No Data,No Data,P
K394,2006-07,2006-10-11T00:00:00.000,P,P,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,P,WD,No Data,No Data,P,P,P,WD,P,P,P,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,P,No Data,No Data,No Data,P
K500,2006-07,2006-10-11T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,P,U,P,P,P,No Data,No Data,P,U,U,P,U,U,P,P,P,U,P,U,P,P,WD,WD,P,P,U,U,U,P,No Data,No Data,No Data,U
K515,2006-07,2006-10-11T00:00:00.000,U,P,P,P,U,No Data,No Data,No Data,P,U,U,U,P,U,No Data,No Data,U,P,U,U,P,U,P,P,P,U,P,U,P,U,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
K585,2006-07,2006-10-11T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,WD,U,P,P,P,P,P,P,U,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
K181,2006-07,2006-10-12T00:00:00.000,P,P,U,P,U,No Data,No Data,No Data,P,U,U,P,P,P,No Data,No Data,P,P,U,WD,WD,P,P,P,WD,P,P,U,P,U,WD,WD,P,P,P,P,U,U,No Data,No Data,No Data,P
K277,2006-07,2006-10-12T00:00:00.000,WD,WD,P,P,P,No Data,No Data,No Data,P,WD,P,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
X117,2006-07,2006-10-12T00:00:00.000,U,U,P,U,U,No Data,No Data,No Data,U,P,P,P,U,P,No Data,No Data,P,P,U,P,P,P,P,P,P,P,P,U,P,U,P,P,P,P,U,U,P,U,No Data,No Data,No Data,U
K241,2006-07,2006-10-13T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,P,WD,WD,P,No Data,No Data,WD,WD,WD,P,P,WD,P,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,P,No Data,No Data,No Data,WD
K255,2006-07,2006-10-13T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
K014,2006-07,2006-10-16T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,P,U,U,U,P,P,P,U,P,U,P,U,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
K078,2006-07,2006-10-16T00:00:00.000,U,P,U,U,U,No Data,No Data,No Data,U,U,U,P,P,U,No Data,No Data,U,P,U,P,P,P,P,P,P,P,U,P,P,P,WD,P,WD,P,U,U,P,U,No Data,No Data,No Data,U
K240,2006-07,2006-10-16T00:00:00.000,U,U,P,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,P,U,U,P,P,P,P,P,P,P,U,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
X229,2006-07,2006-10-16T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,U,U,P,P,P,No Data,No Data,P,U,U,P,P,P,U,P,P,P,P,P,P,P,P,P,P,P,U,P,P,U,No Data,No Data,No Data,U
X339,2006-07,2006-10-16T00:00:00.000,U,U,P,P,P,No Data,No Data,No Data,P,U,U,P,U,P,No Data,No Data,U,U,U,P,P,P,U,P,U,U,P,U,P,P,WD,P,P,P,P,U,P,U,No Data,No Data,No Data,U
K138,2006-07,2006-10-17T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,P,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
X166,2006-07,2006-10-17T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,U,U,U,No Data,No Data,U,U,U,P,U,U,U,U,P,U,U,U,P,U,WD,P,P,P,U,U,U,U,No Data,No Data,No Data,U
X313,2006-07,2006-10-17T00:00:00.000,U,P,P,P,U,No Data,No Data,No Data,P,U,U,P,U,U,No Data,No Data,U,P,U,P,U,P,U,P,U,U,U,P,P,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
X328,2006-07,2006-10-17T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,P,U,U,U,P,U,U,U,U,P,U,P,U,U,U,U,U,U,U,No Data,No Data,No Data,U
X399,2006-07,2006-10-17T00:00:00.000,P,P,WD,P,P,No Data,No Data,No Data,P,U,P,P,P,P,No Data,No Data,P,P,U,P,P,P,P,P,P,P,P,P,P,U,WD,WD,P,P,U,P,U,P,No Data,No Data,No Data,P
X076,2006-07,2006-10-18T00:00:00.000,WD,WD,WD,P,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
X080,2006-07,2006-10-18T00:00:00.000,U,U,P,U,U,No Data,No Data,No Data,U,U,U,P,U,P,No Data,No Data,U,P,U,P,P,P,U,P,U,P,P,P,P,U,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
X083,2006-07,2006-10-18T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
X106,2006-07,2006-10-18T00:00:00.000,WD,P,WD,P,P,No Data,No Data,No Data,P,WD,P,WD,P,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,P,WD,P,P,WD,P,No Data,No Data,No Data,P
X335,2006-07,2006-10-18T00:00:00.000,U,P,P,P,U,No Data,No Data,No Data,P,P,U,P,U,U,No Data,No Data,U,U,U,P,U,U,U,P,WD,U,P,P,P,P,WD,P,P,P,P,U,U,U,No Data,No Data,No Data,U
X391,2006-07,2006-10-18T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,U,U,U,No Data,No Data,U,U,U,U,U,U,P,P,WD,U,U,U,U,U,WD,P,U,U,U,U,U,U,No Data,No Data,No Data,U
X123,2006-07,2006-10-19T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,P,WD,P,U,No Data,No Data,P,WD,P,WD,P,P,WD,P,WD,WD,P,U,P,P,WD,WD,WD,P,P,P,U,U,No Data,No Data,No Data,P
X194,2006-07,2006-10-19T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,P,WD,WD,No Data,No Data,WD,WD,WD,P,WD,P,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,No Data,No Data,No Data,WD
X337,2006-07,2006-10-19T00:00:00.000,P,P,U,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,WD,P,WD,WD,U,P,U,P,U,U,No Data,No Data,No Data,U
X062,2006-07,2006-10-20T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,U,WD,P,No Data,No Data,P,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
X068,2006-07,2006-10-20T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,P,WD,P,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
X075,2006-07,2006-10-20T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,U,WD,P,P,No Data,No Data,P,U,U,P,P,P,P,P,WD,P,P,P,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
X152,2006-07,2006-10-20T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,No Data,No Data,No Data,WD
X178,2006-07,2006-10-20T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,P,P,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,No Data,No Data,No Data,WD
